C:\Users\nnegi\Desktop\Project\IMG\center_2023_02_11_13_44_17_889.jpg,C:\Users\nnegi\Desktop\Project\IMG\left_2023_02_11_13_44_17_889.jpg,C:\Users\nnegi\Desktop\Project\IMG\right_2023_02_11_13_44_17_889.jpg,0,0,0,8.319645E-06
C:\Users\nnegi\Desktop\Project\IMG\center_2023_02_11_13_44_17_961.jpg,C:\Users\nnegi\Desktop\Project\IMG\left_2023_02_11_13_44_17_961.jpg,C:\Users\nnegi\Desktop\Project\IMG\right_2023_02_11_13_44_17_961.jpg,0,0,0,1.923002E-05
C:\Users\nnegi\Desktop\Project\IMG\center_2023_02_11_13_44_18_031.jpg,C:\Users\nnegi\Desktop\Project\IMG\left_2023_02_11_13_44_18_031.jpg,C:\Users\nnegi\Desktop\Project\IMG\right_2023_02_11_13_44_18_031.jpg,0,0,0,6.389029E-06
C:\Users\nnegi\Desktop\Project\IMG\center_2023_02_11_13_44_18_101.jpg,C:\Users\nnegi\Desktop\Project\IMG\left_2023_02_11_13_44_18_101.jpg,C:\Users\nnegi\Desktop\Project\IMG\right_2023_02_11_13_44_18_101.jpg,0,0,0,9.2279E-07
C:\Users\nnegi\Desktop\Project\IMG\center_2023_02_11_13_44_18_169.jpg,C:\Users\nnegi\Desktop\Project\IMG\left_2023_02_11_13_44_18_169.jpg,C:\Users\nnegi\Desktop\Project\IMG\right_2023_02_11_13_44_18_169.jpg,0,0,0,3.406333E-06
C:\Users\nnegi\Desktop\Project\IMG\center_2023_02_11_13_44_18_238.jpg,C:\Users\nnegi\Desktop\Project\IMG\left_2023_02_11_13_44_18_238.jpg,C:\Users\nnegi\Desktop\Project\IMG\right_2023_02_11_13_44_18_238.jpg,0,0,0,4.962533E-06
C:\Users\nnegi\Desktop\Project\IMG\center_2023_02_11_13_44_18_311.jpg,C:\Users\nnegi\Desktop\Project\IMG\left_2023_02_11_13_44_18_311.jpg,C:\Users\nnegi\Desktop\Project\IMG\right_2023_02_11_13_44_18_311.jpg,0,0,0,3.785239E-05
C:\Users\nnegi\Desktop\Project\IMG\center_2023_02_11_13_44_18_384.jpg,C:\Users\nnegi\Desktop\Project\IMG\left_2023_02_11_13_44_18_384.jpg,C:\Users\nnegi\Desktop\Project\IMG\right_2023_02_11_13_44_18_384.jpg,0,0,0,2.848354E-05
C:\Users\nnegi\Desktop\Project\IMG\center_2023_02_11_13_44_18_456.jpg,C:\Users\nnegi\Desktop\Project\IMG\left_2023_02_11_13_44_18_456.jpg,C:\Users\nnegi\Desktop\Project\IMG\right_2023_02_11_13_44_18_456.jpg,0,0,0,4.074484E-06
C:\Users\nnegi\Desktop\Project\IMG\center_2023_02_11_13_44_18_535.jpg,C:\Users\nnegi\Desktop\Project\IMG\left_2023_02_11_13_44_18_535.jpg,C:\Users\nnegi\Desktop\Project\IMG\right_2023_02_11_13_44_18_535.jpg,0,0,0,1.603872E-05
C:\Users\nnegi\Desktop\Project\IMG\center_2023_02_11_13_44_18_602.jpg,C:\Users\nnegi\Desktop\Project\IMG\left_2023_02_11_13_44_18_602.jpg,C:\Users\nnegi\Desktop\Project\IMG\right_2023_02_11_13_44_18_602.jpg,0,0,0,1.613827E-05
C:\Users\nnegi\Desktop\Project\IMG\center_2023_02_11_13_44_18_678.jpg,C:\Users\nnegi\Desktop\Project\IMG\left_2023_02_11_13_44_18_678.jpg,C:\Users\nnegi\Desktop\Project\IMG\right_2023_02_11_13_44_18_678.jpg,0,0,0,6.132653E-06
C:\Users\nnegi\Desktop\Project\IMG\center_2023_02_11_13_44_18_754.jpg,C:\Users\nnegi\Desktop\Project\IMG\left_2023_02_11_13_44_18_754.jpg,C:\Users\nnegi\Desktop\Project\IMG\right_2023_02_11_13_44_18_754.jpg,0,0,0,3.163865E-06
C:\Users\nnegi\Desktop\Project\IMG\center_2023_02_11_13_44_18_828.jpg,C:\Users\nnegi\Desktop\Project\IMG\left_2023_02_11_13_44_18_828.jpg,C:\Users\nnegi\Desktop\Project\IMG\right_2023_02_11_13_44_18_828.jpg,0,0,0,7.261571E-06
C:\Users\nnegi\Desktop\Project\IMG\center_2023_02_11_13_44_18_898.jpg,C:\Users\nnegi\Desktop\Project\IMG\left_2023_02_11_13_44_18_898.jpg,C:\Users\nnegi\Desktop\Project\IMG\right_2023_02_11_13_44_18_898.jpg,0,0,0,1.503547E-05
C:\Users\nnegi\Desktop\Project\IMG\center_2023_02_11_13_44_18_972.jpg,C:\Users\nnegi\Desktop\Project\IMG\left_2023_02_11_13_44_18_972.jpg,C:\Users\nnegi\Desktop\Project\IMG\right_2023_02_11_13_44_18_972.jpg,0,0,0,1.313092E-06
C:\Users\nnegi\Desktop\Project\IMG\center_2023_02_11_13_44_19_039.jpg,C:\Users\nnegi\Desktop\Project\IMG\left_2023_02_11_13_44_19_039.jpg,C:\Users\nnegi\Desktop\Project\IMG\right_2023_02_11_13_44_19_039.jpg,0,0,0,4.449456E-07
C:\Users\nnegi\Desktop\Project\IMG\center_2023_02_11_13_44_19_106.jpg,C:\Users\nnegi\Desktop\Project\IMG\left_2023_02_11_13_44_19_106.jpg,C:\Users\nnegi\Desktop\Project\IMG\right_2023_02_11_13_44_19_106.jpg,0,0,0,8.983682E-06
C:\Users\nnegi\Desktop\Project\IMG\center_2023_02_11_13_44_19_182.jpg,C:\Users\nnegi\Desktop\Project\IMG\left_2023_02_11_13_44_19_182.jpg,C:\Users\nnegi\Desktop\Project\IMG\right_2023_02_11_13_44_19_182.jpg,0,0,0,2.747904E-06
C:\Users\nnegi\Desktop\Project\IMG\center_2023_02_11_13_44_19_258.jpg,C:\Users\nnegi\Desktop\Project\IMG\left_2023_02_11_13_44_19_258.jpg,C:\Users\nnegi\Desktop\Project\IMG\right_2023_02_11_13_44_19_258.jpg,0,0,0,4.468124E-06
C:\Users\nnegi\Desktop\Project\IMG\center_2023_02_11_13_44_19_333.jpg,C:\Users\nnegi\Desktop\Project\IMG\left_2023_02_11_13_44_19_333.jpg,C:\Users\nnegi\Desktop\Project\IMG\right_2023_02_11_13_44_19_333.jpg,0,0.2227992,0,0.1407497
C:\Users\nnegi\Desktop\Project\IMG\center_2023_02_11_13_44_19_402.jpg,C:\Users\nnegi\Desktop\Project\IMG\left_2023_02_11_13_44_19_402.jpg,C:\Users\nnegi\Desktop\Project\IMG\right_2023_02_11_13_44_19_402.jpg,0,0.4294263,0,0.3719701
C:\Users\nnegi\Desktop\Project\IMG\center_2023_02_11_13_44_19_479.jpg,C:\Users\nnegi\Desktop\Project\IMG\left_2023_02_11_13_44_19_479.jpg,C:\Users\nnegi\Desktop\Project\IMG\right_2023_02_11_13_44_19_479.jpg,0,0.6612142,0,0.8635036
C:\Users\nnegi\Desktop\Project\IMG\center_2023_02_11_13_44_19_548.jpg,C:\Users\nnegi\Desktop\Project\IMG\left_2023_02_11_13_44_19_548.jpg,C:\Users\nnegi\Desktop\Project\IMG\right_2023_02_11_13_44_19_548.jpg,0,0.8354824,0,1.467122
C:\Users\nnegi\Desktop\Project\IMG\center_2023_02_11_13_44_19_622.jpg,C:\Users\nnegi\Desktop\Project\IMG\left_2023_02_11_13_44_19_622.jpg,C:\Users\nnegi\Desktop\Project\IMG\right_2023_02_11_13_44_19_622.jpg,0,1,0,2.323759
C:\Users\nnegi\Desktop\Project\IMG\center_2023_02_11_13_44_19_688.jpg,C:\Users\nnegi\Desktop\Project\IMG\left_2023_02_11_13_44_19_688.jpg,C:\Users\nnegi\Desktop\Project\IMG\right_2023_02_11_13_44_19_688.jpg,0,1,0,3.032338
C:\Users\nnegi\Desktop\Project\IMG\center_2023_02_11_13_44_19_755.jpg,C:\Users\nnegi\Desktop\Project\IMG\left_2023_02_11_13_44_19_755.jpg,C:\Users\nnegi\Desktop\Project\IMG\right_2023_02_11_13_44_19_755.jpg,0,1,0,3.969943
C:\Users\nnegi\Desktop\Project\IMG\center_2023_02_11_13_44_19_823.jpg,C:\Users\nnegi\Desktop\Project\IMG\left_2023_02_11_13_44_19_823.jpg,C:\Users\nnegi\Desktop\Project\IMG\right_2023_02_11_13_44_19_823.jpg,0,1,0,4.67133
C:\Users\nnegi\Desktop\Project\IMG\center_2023_02_11_13_44_19_895.jpg,C:\Users\nnegi\Desktop\Project\IMG\left_2023_02_11_13_44_19_895.jpg,C:\Users\nnegi\Desktop\Project\IMG\right_2023_02_11_13_44_19_895.jpg,0,1,0,5.599563
C:\Users\nnegi\Desktop\Project\IMG\center_2023_02_11_13_44_19_964.jpg,C:\Users\nnegi\Desktop\Project\IMG\left_2023_02_11_13_44_19_964.jpg,C:\Users\nnegi\Desktop\Project\IMG\right_2023_02_11_13_44_19_964.jpg,0,1,0,6.291063
C:\Users\nnegi\Desktop\Project\IMG\center_2023_02_11_13_44_20_031.jpg,C:\Users\nnegi\Desktop\Project\IMG\left_2023_02_11_13_44_20_031.jpg,C:\Users\nnegi\Desktop\Project\IMG\right_2023_02_11_13_44_20_031.jpg,0,1,0,6.978529
C:\Users\nnegi\Desktop\Project\IMG\center_2023_02_11_13_44_20_100.jpg,C:\Users\nnegi\Desktop\Project\IMG\left_2023_02_11_13_44_20_100.jpg,C:\Users\nnegi\Desktop\Project\IMG\right_2023_02_11_13_44_20_100.jpg,0,0.9404518,0,7.878858
C:\Users\nnegi\Desktop\Project\IMG\center_2023_02_11_13_44_20_170.jpg,C:\Users\nnegi\Desktop\Project\IMG\left_2023_02_11_13_44_20_170.jpg,C:\Users\nnegi\Desktop\Project\IMG\right_2023_02_11_13_44_20_170.jpg,0,0.7613299,0,8.439802
C:\Users\nnegi\Desktop\Project\IMG\center_2023_02_11_13_44_20_239.jpg,C:\Users\nnegi\Desktop\Project\IMG\left_2023_02_11_13_44_20_239.jpg,C:\Users\nnegi\Desktop\Project\IMG\right_2023_02_11_13_44_20_239.jpg,0,0.5247286,0,8.982262
C:\Users\nnegi\Desktop\Project\IMG\center_2023_02_11_13_44_20_306.jpg,C:\Users\nnegi\Desktop\Project\IMG\left_2023_02_11_13_44_20_306.jpg,C:\Users\nnegi\Desktop\Project\IMG\right_2023_02_11_13_44_20_306.jpg,0,0.3493705,0,9.238685
C:\Users\nnegi\Desktop\Project\IMG\center_2023_02_11_13_44_20_382.jpg,C:\Users\nnegi\Desktop\Project\IMG\left_2023_02_11_13_44_20_382.jpg,C:\Users\nnegi\Desktop\Project\IMG\right_2023_02_11_13_44_20_382.jpg,-0.05,0.09953143,0,9.372719
C:\Users\nnegi\Desktop\Project\IMG\center_2023_02_11_13_44_20_450.jpg,C:\Users\nnegi\Desktop\Project\IMG\left_2023_02_11_13_44_20_450.jpg,C:\Users\nnegi\Desktop\Project\IMG\right_2023_02_11_13_44_20_450.jpg,-0.2,0,0,9.323137
C:\Users\nnegi\Desktop\Project\IMG\center_2023_02_11_13_44_20_520.jpg,C:\Users\nnegi\Desktop\Project\IMG\left_2023_02_11_13_44_20_520.jpg,C:\Users\nnegi\Desktop\Project\IMG\right_2023_02_11_13_44_20_520.jpg,-0.4,0,0,9.210705
C:\Users\nnegi\Desktop\Project\IMG\center_2023_02_11_13_44_20_588.jpg,C:\Users\nnegi\Desktop\Project\IMG\left_2023_02_11_13_44_20_588.jpg,C:\Users\nnegi\Desktop\Project\IMG\right_2023_02_11_13_44_20_588.jpg,0,0,0,9.125257
C:\Users\nnegi\Desktop\Project\IMG\center_2023_02_11_13_44_20_664.jpg,C:\Users\nnegi\Desktop\Project\IMG\left_2023_02_11_13_44_20_664.jpg,C:\Users\nnegi\Desktop\Project\IMG\right_2023_02_11_13_44_20_664.jpg,0,0,0,9.045774
C:\Users\nnegi\Desktop\Project\IMG\center_2023_02_11_13_44_20_733.jpg,C:\Users\nnegi\Desktop\Project\IMG\left_2023_02_11_13_44_20_733.jpg,C:\Users\nnegi\Desktop\Project\IMG\right_2023_02_11_13_44_20_733.jpg,0,0,0,8.97252
C:\Users\nnegi\Desktop\Project\IMG\center_2023_02_11_13_44_20_803.jpg,C:\Users\nnegi\Desktop\Project\IMG\left_2023_02_11_13_44_20_803.jpg,C:\Users\nnegi\Desktop\Project\IMG\right_2023_02_11_13_44_20_803.jpg,0,0,0,8.918328
C:\Users\nnegi\Desktop\Project\IMG\center_2023_02_11_13_44_20_870.jpg,C:\Users\nnegi\Desktop\Project\IMG\left_2023_02_11_13_44_20_870.jpg,C:\Users\nnegi\Desktop\Project\IMG\right_2023_02_11_13_44_20_870.jpg,0,0,0,8.864708
C:\Users\nnegi\Desktop\Project\IMG\center_2023_02_11_13_44_20_942.jpg,C:\Users\nnegi\Desktop\Project\IMG\left_2023_02_11_13_44_20_942.jpg,C:\Users\nnegi\Desktop\Project\IMG\right_2023_02_11_13_44_20_942.jpg,-0.15,0,0,8.788129
C:\Users\nnegi\Desktop\Project\IMG\center_2023_02_11_13_44_21_019.jpg,C:\Users\nnegi\Desktop\Project\IMG\left_2023_02_11_13_44_21_019.jpg,C:\Users\nnegi\Desktop\Project\IMG\right_2023_02_11_13_44_21_019.jpg,-0.35,0,0,8.688348
C:\Users\nnegi\Desktop\Project\IMG\center_2023_02_11_13_44_21_085.jpg,C:\Users\nnegi\Desktop\Project\IMG\left_2023_02_11_13_44_21_085.jpg,C:\Users\nnegi\Desktop\Project\IMG\right_2023_02_11_13_44_21_085.jpg,-0.5000001,0,0,8.598938
C:\Users\nnegi\Desktop\Project\IMG\center_2023_02_11_13_44_21_156.jpg,C:\Users\nnegi\Desktop\Project\IMG\left_2023_02_11_13_44_21_156.jpg,C:\Users\nnegi\Desktop\Project\IMG\right_2023_02_11_13_44_21_156.jpg,0,0,0,8.455851
C:\Users\nnegi\Desktop\Project\IMG\center_2023_02_11_13_44_21_223.jpg,C:\Users\nnegi\Desktop\Project\IMG\left_2023_02_11_13_44_21_223.jpg,C:\Users\nnegi\Desktop\Project\IMG\right_2023_02_11_13_44_21_223.jpg,0,0,0,8.37596
